views,mature,life_time,created_at,updated_at,numeric_id,dead_account,language,affiliate
20661,0,1909,2013-07-20,2018-10-11,454,0,EN,1
2685,1,2334,2012-05-18,2018-10-08,455,0,DE,0
17162,1,901,2016-04-24,2018-10-12,456,0,EN,1
71,0,267,2018-01-07,2018-10-01,457,0,PT,0
2412,0,315,2017-11-26,2018-10-07,458,0,EN,0
2839,1,883,2016-05-02,2018-10-02,459,0,EN,1
247,0,1053,2015-10-25,2018-09-12,460,0,DE,0
10246,0,365,2017-10-11,2018-10-11,461,0,EN,1
153058,0,2273,2012-07-22,2018-10-12,462,0,DA,1
8232,0,2423,2012-02-23,2018-10-12,463,0,EN,0
50314,1,2982,2010-07-10,2018-09-08,464,0,EN,0
1782,0,629,2017-01-15,2018-10-06,465,0,PT,0
674,0,1489,2014-09-09,2018-10-07,466,0,EN,0
111571,0,2816,2011-01-24,2018-10-10,467,0,EN,1
2517,0,1094,2015-10-14,2018-10-12,468,0,EN,0
1634,0,1875,2013-08-23,2018-10-11,469,0,EN,0
220508,0,2641,2011-07-18,2018-10-10,470,0,EN,0
1008,0,1721,2014-01-24,2018-10-11,471,0,RU,0
1870,0,592,2017-02-27,2018-10-12,472,0,EN,1
2869,0,1045,2015-11-20,2018-09-30,473,0,EN,1
3913,1,2283,2012-06-18,2018-09-18,474,0,EN,0
14580,0,1298,2015-03-24,2018-10-12,475,0,ZH,0
29,0,1432,2014-02-12,2018-01-14,476,1,OTHER,0
551,1,998,2015-12-05,2018-08-29,477,0,EN,0
4098,1,847,2016-06-14,2018-10-09,478,0,NL,1
657,0,1664,2014-03-21,2018-10-10,479,0,EN,0
6273,0,1935,2013-06-24,2018-10-11,480,0,EN,0
53137,0,3269,2009-10-29,2018-10-11,481,0,FR,1
18116,1,2078,2013-01-31,2018-10-10,482,0,EN,1
18990,1,1346,2015-02-04,2018-10-12,483,0,EN,1
1843,1,2426,2012-02-20,2018-10-12,484,0,EN,1
556,0,1007,2015-11-13,2018-08-16,485,0,EN,0
4562,0,2518,2011-11-13,2018-10-05,486,0,EN,0
4909,0,3113,2010-04-02,2018-10-10,487,0,DE,0
603987,1,1398,2014-12-14,2018-10-12,488,0,DE,0
179,0,1920,2013-07-07,2018-10-09,489,0,ES,0
29158,1,1591,2014-06-03,2018-10-11,490,0,EN,1
6008,1,2004,2013-04-13,2018-10-08,491,0,EN,1
6421,1,1795,2013-11-12,2018-10-12,492,0,EN,1
4058,0,1268,2015-04-20,2018-10-09,493,0,EN,1
225,1,1156,2015-08-11,2018-10-10,494,0,EN,0
7048,0,1990,2013-05-01,2018-10-12,495,0,EN,1
1792,0,2286,2012-06-14,2018-09-17,496,0,EN,0
13008,1,256,2018-01-29,2018-10-12,497,0,EN,1
10771,1,1675,2014-03-11,2018-10-11,498,0,EN,1
8163,0,1520,2014-08-14,2018-10-12,499,0,EN,1
936,0,2094,2012-12-11,2018-09-05,500,0,EN,0
6199,1,741,2016-10-01,2018-10-12,501,0,EN,1
127,0,2011,2013-04-01,2018-10-03,502,0,EN,0
2075,0,1841,2013-09-22,2018-10-07,503,0,ZH,0
3811,0,184,2018-04-10,2018-10-11,504,0,FR,1
2097,1,644,2017-01-06,2018-10-12,505,0,EN,1
6815,0,2035,2013-03-16,2018-10-11,506,0,EN,1
5808,1,387,2017-09-15,2018-10-07,507,0,EN,0
817,0,1298,2015-03-24,2018-10-12,508,0,EN,1
31763,1,741,2016-10-01,2018-10-12,509,0,FR,1
5602,0,1797,2013-11-10,2018-10-12,510,0,IT,1
16798,1,1631,2014-04-22,2018-10-09,511,0,EN,0
5546,0,252,2018-02-02,2018-10-12,512,0,EN,1
208895,0,875,2016-05-20,2018-10-12,513,0,ES,0
261,0,896,2016-03-27,2018-09-09,514,0,EN,0
6399,1,1911,2013-06-27,2018-09-20,515,0,EN,0
375,0,2049,2013-01-28,2018-09-08,516,0,EN,0
6799,1,1311,2015-03-11,2018-10-12,517,0,EN,1
25085,1,368,2017-10-09,2018-10-12,518,0,EN,1
418504,0,2526,2011-11-11,2018-10-11,519,0,EN,0
2399,1,2061,2013-02-19,2018-10-12,520,0,EN,0
2230,1,1569,2014-06-22,2018-10-08,521,0,EN,0
3493,1,775,2016-08-23,2018-10-07,522,0,EN,1
29674,1,1879,2013-07-31,2018-09-22,523,0,EN,0
1679,1,855,2016-06-09,2018-10-12,524,0,DE,1
15542,1,818,2016-07-16,2018-10-12,525,0,EN,1
406,0,1669,2014-03-13,2018-10-07,526,0,EN,0
2616,1,1631,2014-04-25,2018-10-12,527,0,EN,0
5856,0,2605,2011-03-31,2018-05-18,528,1,EN,0
12881,1,3314,2009-09-10,2018-10-07,529,0,EN,1
5588,1,2066,2013-02-14,2018-10-12,530,0,EN,0
98373,0,2321,2012-05-20,2018-09-27,531,0,EN,0
674,1,1342,2015-01-25,2018-09-28,532,0,FR,0
1158,0,1776,2013-11-23,2018-10-04,533,0,EN,0
2557429,0,1933,2013-06-27,2018-10-12,534,0,DE,0
46551,0,2258,2012-08-02,2018-10-08,535,0,EN,1
6019,1,2315,2012-04-22,2018-08-24,536,0,EN,0
4954,0,1588,2014-05-24,2018-09-28,537,0,CS,0
22864,0,545,2017-04-15,2018-10-12,538,0,IT,1
1508,1,1119,2015-09-14,2018-10-07,539,0,EN,0
341,0,957,2016-02-17,2018-10-01,540,0,ES,0
8699,1,721,2016-10-16,2018-10-07,541,0,DE,1
180,0,1629,2014-04-14,2018-09-29,542,0,EN,0
49681,1,2092,2013-01-19,2018-10-12,543,0,EN,1
14,0,579,2016-06-27,2018-01-27,544,1,EN,0
12612,0,1977,2013-05-14,2018-10-12,545,0,ZH,1
11595,1,1176,2015-07-24,2018-10-12,546,0,EN,1
28963,1,1640,2014-04-16,2018-10-12,547,0,EN,1
478,1,474,2017-06-23,2018-10-10,548,0,EN,1
21837,0,1870,2013-08-09,2018-09-22,549,0,DE,0
2157,1,1803,2013-08-24,2018-08-01,550,0,EN,0
158,0,2067,2013-02-11,2018-10-10,551,0,EN,0
20650,1,1161,2015-08-08,2018-10-12,552,0,EN,1
29212,1,1411,2014-12-01,2018-10-12,553,0,HU,1
102858,0,711,2016-10-31,2018-10-12,554,0,KO,0
37,0,239,2018-01-20,2018-09-16,555,0,EN,0
1127,0,1272,2015-04-19,2018-10-12,556,0,EN,0
36583,0,2420,2012-02-20,2018-10-06,557,0,FR,0
622,0,2191,2012-08-18,2018-08-18,558,0,EN,0
1210,1,1782,2013-10-02,2018-08-19,559,0,EN,0
6693,1,1147,2015-08-22,2018-10-12,560,0,RU,1
1837,0,1041,2015-12-02,2018-10-08,561,0,EN,1
5564,1,2251,2012-08-03,2018-10-02,562,0,NL,1
11826,0,1709,2014-02-06,2018-10-12,563,0,FR,1
3126,1,1705,2014-02-07,2018-10-09,564,0,EN,0
25967,1,552,2017-04-08,2018-10-12,565,0,PT,1
1220,0,1801,2013-10-30,2018-10-05,566,0,EN,0
3861,1,1944,2013-05-16,2018-09-11,567,0,EN,1
1056,1,1456,2014-10-15,2018-10-10,568,0,EN,0
1022,0,2088,2013-01-14,2018-10-03,569,0,EN,1
8917,1,1069,2015-11-08,2018-10-12,570,0,EN,1
73452,1,1992,2013-04-29,2018-10-12,571,0,EN,1
28421,0,1541,2014-07-24,2018-10-12,572,0,ES,1
510,0,1724,2014-01-03,2018-09-23,573,0,EN,0
33519,0,2209,2012-09-17,2018-10-05,574,0,PT,1
12106,1,894,2016-05-01,2018-10-12,575,0,EN,1
1201330,0,1987,2013-05-04,2018-10-12,576,0,ES,0
2185,0,2218,2012-09-15,2018-10-12,577,0,EN,1
110,0,2246,2012-08-03,2018-09-27,578,0,EN,0
151245,0,1967,2013-05-24,2018-10-12,579,0,EN,0
13100,1,1909,2013-07-13,2018-10-04,580,0,RU,0
239,0,675,2016-11-26,2018-10-02,581,0,EN,0
21237,1,1250,2015-05-09,2018-10-10,582,0,EN,1
618,0,920,2016-03-30,2018-10-06,583,0,EN,1
11770,1,1562,2014-07-03,2018-10-12,584,0,DE,1
2026095,0,2371,2012-04-15,2018-10-12,585,0,EN,0
2555,1,751,2016-09-20,2018-10-11,586,0,EN,0
1718,1,1294,2015-02-21,2018-09-07,587,0,EN,1
11462,1,192,2018-04-03,2018-10-12,588,0,EN,1
83226,1,1691,2014-02-10,2018-09-28,589,0,EN,0
1774,0,2269,2012-07-20,2018-10-06,590,0,EN,0
4390,0,326,2017-11-20,2018-10-12,591,0,EN,1
3011,1,2035,2013-03-17,2018-10-12,592,0,EN,0
952,0,545,2017-04-15,2018-10-12,593,0,EN,0
3311,0,1286,2015-04-03,2018-10-10,594,0,DE,1
14897,1,2034,2013-03-15,2018-10-09,595,0,EN,1
24286,1,2759,2011-02-25,2018-09-15,596,0,EN,0
2781,1,2075,2013-01-25,2018-10-01,597,0,EN,0
22408,1,951,2016-03-05,2018-10-12,598,0,EN,1
4998,1,4106,2007-07-13,2018-10-09,599,0,EN,0
2841,0,907,2016-04-18,2018-10-12,600,0,EN,1
182875,1,1626,2014-04-30,2018-10-12,601,0,DE,0
423,1,1761,2013-12-12,2018-10-08,602,0,EN,0
2146,0,2249,2012-05-24,2018-07-21,603,0,EN,0
8482,1,535,2017-04-25,2018-10-12,604,0,EN,1
12301,1,659,2016-12-22,2018-10-12,605,0,EN,1
1969,1,1617,2014-05-02,2018-10-05,606,0,EN,1
3602,0,1276,2015-04-14,2018-10-11,607,0,EN,0
2001,0,1249,2015-05-04,2018-10-04,608,0,FR,1
9107,0,674,2016-11-30,2018-10-05,609,0,FR,1
6545,1,1414,2014-11-25,2018-10-09,610,0,RU,1
13033,0,273,2018-01-12,2018-10-12,611,0,KO,1
402,1,1399,2014-11-23,2018-09-22,612,0,EN,0
2547,1,2183,2012-10-20,2018-10-12,613,0,EN,1
70410,0,2035,2013-03-17,2018-10-12,614,0,RU,1
4015,1,1677,2014-03-07,2018-10-09,615,0,EN,1
6461,1,978,2016-01-28,2018-10-02,616,0,EN,1
1245,0,915,2016-04-05,2018-10-07,617,0,EN,0
364,0,484,2017-06-08,2018-10-05,618,0,EN,0
95722,0,1450,2014-10-20,2018-10-09,619,0,EN,0
51777,1,1406,2014-12-05,2018-10-11,620,0,EN,1
822,0,1678,2014-03-06,2018-10-09,621,0,EN,0
22527,0,2357,2012-04-08,2018-09-21,622,0,EN,0
1887,0,1303,2014-08-21,2018-03-16,623,1,EN,0
1085,0,1334,2015-02-15,2018-10-11,624,0,NL,0
1916961,0,2447,2012-01-30,2018-10-12,625,0,EN,0
86140,1,2003,2013-04-03,2018-09-27,626,0,EN,0
7795653,0,890,2016-05-05,2018-10-12,627,0,EN,0
97104,1,1478,2014-09-25,2018-10-12,628,0,FR,0
832,1,1161,2015-08-04,2018-10-08,629,0,EN,0
11802,1,2203,2012-09-29,2018-10-11,630,0,EN,1
1029,1,1876,2013-08-22,2018-10-11,631,0,EN,0
5247,0,804,2016-07-30,2018-10-12,632,0,EN,1
2558,1,1736,2014-01-10,2018-10-12,633,0,EN,1
264,0,610,2017-01-09,2018-09-11,634,0,EN,0
5489,1,2684,2011-06-03,2018-10-08,635,0,DE,0
79676,0,1875,2013-08-24,2018-10-12,636,0,DE,1
3930,0,1718,2014-01-27,2018-10-11,637,0,EN,1
1705,0,1142,2015-08-16,2018-10-01,638,0,EN,0
160,0,1374,2015-01-04,2018-10-09,639,0,EN,0
413,0,680,2016-11-09,2018-09-20,640,0,TH,0
7153,1,2711,2011-05-06,2018-10-07,641,0,ZH,0
4110,1,1017,2015-12-30,2018-10-12,642,0,EN,1
3439,0,391,2017-09-16,2018-10-12,643,0,EN,1
9733,0,2441,2012-02-04,2018-10-11,644,0,EN,1
14512,1,1747,2013-12-28,2018-10-10,645,0,ZH,0
7606,0,370,2017-10-07,2018-10-12,646,0,EN,0
5384,1,1920,2013-07-06,2018-10-08,647,0,EN,1
121,0,2004,2012-12-04,2018-05-31,648,1,EN,0
72606,0,1896,2013-08-03,2018-10-12,649,0,EN,1
465,1,385,2017-09-22,2018-10-12,650,0,EN,0
143,1,384,2017-07-12,2018-07-31,651,0,OTHER,0
55746,1,3671,2008-09-23,2018-10-12,652,0,EN,0
507,0,2663,2011-04-16,2018-07-31,653,0,EN,0
3489,0,1223,2015-06-07,2018-10-12,654,0,EN,1
8290,1,1949,2013-06-07,2018-10-08,655,0,DA,1
26398,0,180,2018-04-15,2018-10-12,656,0,IT,1
12056,0,1891,2013-08-08,2018-10-12,657,0,SV,0
1663,1,801,2016-08-02,2018-10-12,658,0,EN,1
666,0,2712,2011-05-09,2018-10-11,659,0,EN,1
11279,0,2281,2012-07-14,2018-10-12,660,0,ES,1
4828,0,1784,2013-11-22,2018-10-11,661,0,EN,0
12106,0,1214,2015-06-16,2018-10-12,662,0,EN,1
24439,0,854,2016-06-10,2018-10-12,663,0,EN,1
10775,1,1179,2015-07-16,2018-10-07,664,0,EN,1
2419,1,2073,2013-01-21,2018-09-25,665,0,EN,0
974847,1,1488,2014-09-15,2018-10-12,666,0,EN,0
665,1,782,2016-08-18,2018-10-09,667,0,EN,1
3068,0,1986,2013-05-04,2018-10-11,668,0,EN,1
8696,1,1697,2014-02-18,2018-10-12,669,0,EN,1
532,0,1326,2014-02-17,2017-10-05,670,1,OTHER,0
1118,1,1387,2014-11-14,2018-09-01,671,0,ES,0
995,0,937,2015-11-08,2018-06-02,672,1,EN,0
151066,1,1118,2015-09-20,2018-10-12,673,0,RU,1
824,0,1236,2015-05-25,2018-10-12,674,0,EN,0
10044,1,1156,2015-08-13,2018-10-12,675,0,EN,1
290,0,719,2016-06-07,2018-05-27,676,1,EN,0
4939,0,1184,2015-07-15,2018-10-11,677,0,EN,1
510802,0,2270,2012-07-24,2018-10-11,678,0,EN,0
36860,1,1508,2014-08-26,2018-10-12,679,0,EN,0
21793,1,702,2016-11-09,2018-10-12,680,0,EN,1
776,0,1510,2014-07-08,2018-08-26,681,0,EN,0
44253,0,829,2016-07-05,2018-10-12,682,0,EN,1
537,1,2036,2013-02-26,2018-09-24,683,0,EN,0
574,1,2495,2011-12-13,2018-10-12,684,0,EN,0
13996,0,2145,2012-11-26,2018-10-11,685,0,EN,1
6212,0,1573,2014-06-22,2018-10-12,686,0,EN,1
11814,1,1738,2014-01-07,2018-10-11,687,0,EN,0
7739,0,2534,2011-10-31,2018-10-08,688,0,EN,0
1172,0,987,2016-01-29,2018-10-12,689,0,FR,1
161276,1,977,2016-02-08,2018-10-12,690,0,EN,1
11980,0,1938,2013-06-19,2018-10-09,691,0,EN,1
3670,1,1583,2014-06-12,2018-10-12,692,0,EN,1
5165,0,1580,2014-06-15,2018-10-12,693,0,EN,0
9102,1,1360,2015-01-21,2018-10-12,694,0,DE,1
35904,1,1869,2013-08-27,2018-10-09,695,0,PL,1
12178,1,1669,2014-03-18,2018-10-12,696,0,EN,1
160559,1,1621,2014-04-29,2018-10-06,697,0,DE,1
7003,1,790,2016-08-13,2018-10-12,698,0,EN,1
305887,1,2323,2012-06-02,2018-10-12,699,0,RU,0
981,0,2207,2012-09-25,2018-10-11,700,0,ES,0
3722,0,1167,2015-07-24,2018-10-03,701,0,EN,1
15787,0,1890,2013-08-07,2018-10-10,702,0,EN,0
10859,1,1958,2013-05-24,2018-10-03,703,0,EN,1
41160,0,2446,2012-01-31,2018-10-12,704,0,EN,1
403,0,571,2017-03-20,2018-10-12,705,0,EN,0
231400,1,2448,2012-01-29,2018-10-12,706,0,EN,1
8094,1,1970,2013-05-20,2018-10-11,707,0,EN,1
24668,0,480,2017-06-19,2018-10-12,708,0,JA,1
1436,0,2033,2013-02-23,2018-09-18,709,0,EN,0
2040,0,982,2016-02-02,2018-10-11,710,0,CS,0
5063,1,2072,2013-01-08,2018-09-11,711,0,EN,1
753,0,1373,2014-10-09,2018-07-13,712,0,PL,0
3239,0,2500,2011-12-05,2018-10-09,713,0,EN,0
3988046,0,2146,2012-11-26,2018-10-12,714,0,EN,0
1042,0,2027,2013-02-22,2018-09-11,715,0,FR,0
37382,0,717,2016-10-25,2018-10-12,716,0,TR,1
10539,1,926,2016-03-28,2018-10-10,717,0,DE,0
2875,1,1955,2013-06-05,2018-10-12,718,0,EN,1
57879,1,2006,2013-04-13,2018-10-10,719,0,EN,1
985,0,1722,2014-01-01,2018-09-19,720,0,EN,0
8273,1,2187,2012-10-16,2018-10-12,721,0,EN,0
180,0,431,2017-01-25,2018-04-01,722,1,EN,0
387,0,1205,2015-06-25,2018-10-12,723,0,DE,0
17034,0,1843,2013-08-19,2018-09-05,724,0,EN,0
673,0,1000,2016-01-12,2018-10-08,725,0,EN,0
1006,0,1720,2014-01-25,2018-10-11,726,0,ES,0
4919,0,2668,2011-06-23,2018-10-12,727,0,EN,1
3960,0,1517,2014-04-22,2018-06-17,728,1,RU,0
3666,1,1528,2014-08-02,2018-10-08,729,0,EN,1
1076,1,1753,2013-03-20,2018-01-06,730,1,EN,0
173542,1,2289,2012-07-06,2018-10-12,731,0,EN,1
9079,0,378,2017-09-29,2018-10-12,732,0,JA,1
81594,0,1005,2016-01-11,2018-10-12,733,0,EN,1
63,0,936,2016-03-18,2018-10-10,734,0,EN,0
770,1,1895,2013-07-25,2018-10-02,735,0,EN,1
210,0,989,2016-01-19,2018-10-04,736,0,EN,0
652,0,1641,2014-03-11,2018-09-07,737,0,EN,0
8859,1,1752,2013-12-24,2018-10-11,738,0,EN,1
1568,1,2492,2011-10-23,2018-08-19,739,0,EN,0
27567,0,2108,2013-01-02,2018-10-11,740,0,EN,1
50997,1,2070,2013-02-10,2018-10-12,741,0,DE,0
814883,0,2771,2011-03-12,2018-10-12,742,0,DE,1
666,0,583,2016-07-15,2018-02-18,743,1,EN,0
1087,1,606,2017-02-13,2018-10-12,744,0,EN,0
59162,0,818,2016-07-16,2018-10-12,745,0,RU,1
45790,1,3066,2010-05-15,2018-10-06,746,0,EN,1
24582,1,1665,2014-03-22,2018-10-12,747,0,EN,0
1892,0,1928,2013-07-02,2018-10-12,748,0,FI,0
246271,0,431,2017-08-07,2018-10-12,749,0,KO,0
14945,0,2195,2012-10-08,2018-10-12,750,0,EN,1
1049,0,2200,2012-09-29,2018-10-08,751,0,EN,0
5140,0,679,2016-12-02,2018-10-12,752,0,EN,1
2579,0,1704,2014-01-30,2018-09-30,753,0,RU,0
3535,1,232,2018-02-20,2018-10-10,754,0,FR,0
1071,0,775,2016-07-24,2018-09-07,755,0,EN,1
14332,1,958,2016-02-23,2018-10-08,756,0,ES,1
185735,0,877,2016-05-18,2018-10-12,757,0,EN,0
9008,1,2200,2012-09-30,2018-10-09,758,0,DE,1
2593,0,2734,2011-03-30,2018-09-23,759,0,EN,0
1857,1,1276,2015-04-03,2018-09-30,760,0,EN,0
19528,0,1423,2014-11-19,2018-10-12,761,0,RU,0
138795,0,3177,2010-01-28,2018-10-10,762,0,EN,1
12852,1,1381,2014-12-31,2018-10-12,763,0,EN,1
3236,0,546,2017-04-12,2018-10-10,764,0,EN,1
68890,0,1989,2013-05-02,2018-10-12,765,0,EN,1
2995,0,945,2016-03-11,2018-10-12,766,0,EN,1
33939,1,2624,2011-08-06,2018-10-12,767,0,EN,1
3778,1,3295,2009-06-28,2018-07-06,768,1,EN,0
3589,1,2751,2011-03-30,2018-10-10,769,0,EN,1
5870,0,850,2016-06-13,2018-10-11,770,0,EN,1
16966,0,2511,2011-11-27,2018-10-12,771,0,FR,0
36123,1,1754,2013-12-22,2018-10-11,772,0,EN,1
14736,1,1872,2013-08-27,2018-10-12,773,0,EN,1
2907,0,1350,2014-12-24,2018-09-04,774,0,EN,0
11310,1,332,2017-11-14,2018-10-12,775,0,PT,1
86,0,1184,2015-07-10,2018-10-06,776,0,EN,0
53516,1,1376,2015-01-04,2018-10-11,777,0,EN,1
589166,1,1672,2014-03-15,2018-10-12,778,0,HU,0
5568,0,1693,2014-02-22,2018-10-12,779,0,EN,1
171792,1,2480,2011-12-28,2018-10-12,780,0,PL,1
154621,0,1021,2015-12-26,2018-10-12,781,0,JA,1
416566,0,2544,2011-10-25,2018-10-12,782,0,EN,0
11170,0,1643,2014-04-13,2018-10-12,783,0,ES,1
31841,1,1790,2013-11-17,2018-10-12,784,0,EN,1
8966,1,440,2017-07-29,2018-10-12,785,0,EN,1
362165,0,2229,2012-09-04,2018-10-12,786,0,ZH,0
324,1,550,2017-04-07,2018-10-09,787,0,DE,0
6766,0,690,2016-11-21,2018-10-12,788,0,EN,1
4474,1,2116,2012-12-25,2018-10-11,789,0,EN,0
1672,0,1896,2013-08-01,2018-10-10,790,0,EN,1
159754,0,708,2016-11-03,2018-10-12,791,0,TH,0
261,0,1638,2014-04-15,2018-10-09,792,0,EN,0
1289,1,654,2016-12-27,2018-10-12,793,0,EN,0
2474,1,1218,2015-06-11,2018-10-11,794,0,EN,1
18318,0,1500,2014-09-03,2018-10-12,795,0,EN,1
2858859,0,1110,2015-09-28,2018-10-12,796,0,EN,0
21572,1,1643,2014-04-08,2018-10-07,797,0,EN,1
796,1,2068,2013-02-09,2018-10-09,798,0,EN,0
2223,1,873,2016-05-22,2018-10-12,799,0,EN,1
5827,0,1034,2015-12-13,2018-10-12,800,0,JA,1
7648,0,1854,2013-09-14,2018-10-12,801,0,RU,0
1279,1,1694,2014-02-17,2018-10-08,802,0,ZH,0
1607,0,2158,2012-11-14,2018-10-12,803,0,EN,0
4546,0,1206,2015-06-22,2018-10-10,804,0,EN,1
2351,0,1674,2014-03-13,2018-10-12,805,0,EN,1
748,0,1322,2015-02-25,2018-10-09,806,0,EN,0
2444,0,1524,2014-08-08,2018-10-10,807,0,DE,0
169,1,455,2017-05-01,2018-07-30,808,0,EN,0
2202,1,1419,2014-11-19,2018-10-08,809,0,RU,0
20588,1,686,2016-11-25,2018-10-12,810,0,FR,1
2214,0,921,2016-04-03,2018-10-11,811,0,EN,1
2049,1,3439,2009-05-13,2018-10-12,812,0,EN,0
2146,0,1370,2015-01-03,2018-10-04,813,0,EN,0
2782,0,1988,2013-04-17,2018-09-26,814,0,DE,0
1918,0,1785,2013-07-31,2018-06-20,815,1,EN,0
3447,0,2012,2013-04-04,2018-10-07,816,0,EN,0
2191,0,1062,2015-11-14,2018-10-11,817,0,EN,0
8671,0,762,2016-09-10,2018-10-12,818,0,EN,1
9050,0,2218,2012-09-15,2018-10-12,819,0,EN,1
299559,1,1402,2014-12-10,2018-10-12,820,0,EN,1
18642,1,1308,2015-03-14,2018-10-12,821,0,FR,1
420031,0,1488,2014-09-15,2018-10-12,822,0,PL,0
202526,1,715,2016-10-23,2018-10-08,823,0,EN,0
46806,0,2241,2012-08-23,2018-10-12,824,0,RU,1
5215,0,1412,2014-11-20,2018-10-02,825,0,EN,1
2390,0,1029,2015-12-15,2018-10-09,826,0,EN,1
288553,0,2759,2011-02-19,2018-09-09,827,0,EN,1
2359,0,1966,2013-05-25,2018-10-12,828,0,ZH,0
36082,0,2780,2011-02-06,2018-09-17,829,0,PT,0
17672,1,1163,2015-08-06,2018-10-12,830,0,EN,1
43364,1,3445,2009-05-06,2018-10-11,831,0,EN,0
71065,0,1674,2014-03-13,2018-10-12,832,0,PT,1
5665,0,1272,2015-04-19,2018-10-12,833,0,EN,1
1725,1,725,2016-10-17,2018-10-12,834,0,EN,1
434,0,1890,2013-08-09,2018-10-12,835,0,EN,0
19222,1,2391,2012-03-25,2018-10-11,836,0,EN,1
844,0,2405,2012-03-12,2018-10-12,837,0,EN,0
2267,1,751,2016-09-21,2018-10-12,838,0,EN,1
2739,1,1695,2014-01-24,2018-09-15,839,0,ZH,0
9707,1,2406,2012-03-11,2018-10-12,840,0,DE,0
2306,1,1928,2013-07-02,2018-10-12,841,0,EN,1
7171,0,1907,2013-07-23,2018-10-12,842,0,EN,0
16542,1,1943,2013-06-17,2018-10-12,843,0,FR,1
1573,0,1504,2014-08-30,2018-10-12,844,0,EN,0
12263,0,2092,2013-01-18,2018-10-11,845,0,EN,1
3140,1,1327,2015-02-22,2018-10-11,846,0,ZH,0
546,0,660,2016-12-03,2018-09-24,847,0,EN,0
15673,0,1749,2013-12-25,2018-10-09,848,0,EN,1
1392,1,2113,2012-10-25,2018-08-08,849,0,EN,0
34058,1,1635,2014-04-19,2018-10-10,850,0,EN,0
229,1,1911,2013-07-18,2018-10-11,851,0,EN,0
1908,0,2082,2013-01-19,2018-10-02,852,0,EN,0
155,1,1744,2013-09-25,2018-07-05,853,1,EN,0
6410,1,922,2016-04-02,2018-10-11,854,0,EN,1
1139147,0,2043,2013-03-09,2018-10-12,855,0,EN,0
168071,0,3051,2010-06-05,2018-10-12,856,0,EN,0
12177,0,1548,2014-07-02,2018-09-27,857,0,EN,0
1639,0,1814,2013-10-24,2018-10-12,858,0,EN,0
2069,0,1021,2015-12-23,2018-10-09,859,0,EN,0
207528,1,2096,2013-01-14,2018-10-11,860,0,IT,0
232,0,1268,2015-02-16,2018-08-07,861,0,EN,0
2009,0,879,2016-05-15,2018-10-11,862,0,DE,1
2384,0,4023,2007-10-07,2018-10-12,863,0,EN,0
5529,0,1016,2015-12-27,2018-10-08,864,0,DE,0
27736,0,1377,2015-01-02,2018-10-10,865,0,EN,1
3315,1,1910,2013-07-20,2018-10-12,866,0,EN,0
3802,1,1239,2015-05-21,2018-10-11,867,0,EN,1
74582,1,2561,2011-10-08,2018-10-12,868,0,EN,1
12974,0,3067,2010-05-19,2018-10-11,869,0,PT,0
4807,0,391,2017-09-15,2018-10-11,870,0,EN,1
2664,0,351,2017-10-25,2018-10-11,871,0,FR,1
4163,1,1895,2013-08-04,2018-10-12,872,0,EN,1
2188,1,364,2017-09-15,2018-09-14,873,0,DE,0
2675,1,1269,2015-04-07,2018-09-27,874,0,EN,0
26378,1,3382,2009-07-08,2018-10-11,875,0,EN,1
3576,0,1762,2013-12-07,2018-10-04,876,0,TR,0
54736,1,1871,2013-08-28,2018-10-12,877,0,EN,1
8348,0,2179,2012-09-30,2018-09-18,878,0,ZH,0
3725,0,2664,2011-05-24,2018-09-08,879,0,EN,0
884,0,234,2018-02-18,2018-10-10,880,0,EN,0
78,1,1113,2015-09-08,2018-09-25,881,0,EN,0
2507,0,1664,2014-03-23,2018-10-12,882,0,EN,1
1709,0,1780,2013-11-27,2018-10-12,883,0,EN,1
1584,0,1871,2013-08-17,2018-10-01,884,0,EN,0
10000,1,1374,2015-01-07,2018-10-12,885,0,DE,1
72166,1,2058,2013-01-18,2018-09-07,886,0,EN,0
10179,0,2207,2012-08-12,2018-08-28,887,0,EN,0
6544,1,2574,2011-09-23,2018-10-10,888,0,EN,0
6293,1,1669,2014-03-17,2018-10-11,889,0,EN,1
570,0,625,2017-01-25,2018-10-12,890,0,EN,0
2733,1,289,2017-12-26,2018-10-11,891,0,EN,1
6599,1,2116,2012-12-25,2018-10-11,892,0,PT,0
8028,0,1357,2014-12-31,2018-09-18,893,0,RU,0
8442,0,1689,2014-02-24,2018-10-10,894,0,EN,1
15914,1,1111,2015-09-21,2018-10-06,895,0,EN,1
306,0,2024,2013-02-13,2018-08-30,896,0,EN,0
65318,0,1895,2013-08-04,2018-10-12,897,0,EN,1
1294,0,2106,2012-12-31,2018-10-07,898,0,EN,0
10783,1,2172,2012-10-31,2018-10-12,899,0,ES,1
79,1,607,2017-02-07,2018-10-07,900,0,EN,0
520,0,2381,2012-03-27,2018-10-03,901,0,EN,0
4659,1,1451,2014-09-01,2018-08-22,902,0,EN,1
2495,1,1960,2013-05-26,2018-10-07,903,0,DE,1
931,0,413,2017-08-25,2018-10-12,904,0,EN,0
1232,1,2564,2011-06-29,2018-07-06,905,1,EN,0
14678,0,673,2016-12-08,2018-10-12,906,0,EN,1
7696,0,1938,2013-05-08,2018-08-28,907,0,FR,0
59,0,3461,2009-03-05,2018-08-26,908,0,EN,0
